invoice_number,csv_amount,bq_amount,state,start_date,end_date,_merge,category,amount_diff
INV-109091,41.0,41.25,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.25
INV-109092,57.0,57.3,paid,2025-08-01,2025-08-16,both,AMOUNT_MISMATCH,-0.3
INV-109093 Dr. Note,,401.1,paid,2025-08-29,2025-08-29,right_only,IN_BQ_NOT_IN_CSV,-401.1
INV-109094,862.0,862.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109095,7030.0,7029.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109096,107.0,107.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109097,186.0,186.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109098,168.0,168.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109099,136.0,136.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109100,3200.0,3200.28,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.28
INV-109101,1374.0,1374.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109102,15335.0,15335.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109104,420.0,419.82,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.18
INV-109105,5989.0,5988.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109106,559.0,559.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109107,128.0,127.85,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.15
INV-109108,438.0,438.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109109,4770.0,4768.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.5
INV-109110,189.0,189.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109111,216.0,216.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109112,76.0,76.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109113,7320.0,7320.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109114,286.0,286.33,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.33
INV-109115,8364.0,8363.75,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109116,5820.0,5819.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109117,1358.0,1358.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109118,3258.0,3257.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109119,13554.0,13554.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109120,21092.0,21092.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109121,1346.0,1345.97,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.03
INV-109122,900.0,900.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109123,1400.0,1400.25,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109124,1085.0,1085.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109125,20.0,20.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109126,18799.0,18799.49,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.49
INV-109127,18178.0,18178.49,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.49
INV-109128,260.0,259.88,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.12
INV-109129,536.0,535.55,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.45
INV-109130,980.0,980.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109131,198.0,198.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109132,455.0,455.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109133,25.0,25.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109134,8876.0,8876.03,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.03
INV-109135,280.0,280.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109136,3806.0,3805.6,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.4
INV-109137,3403.0,3402.9,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.1
INV-109138,35.0,35.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109139,1320.0,1320.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109140,50.0,50.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109141,49.0,49.03,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.03
INV-109142,2311.0,2311.15,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.15
INV-109143,18.0,18.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109144,44.0,44.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109145,404.0,404.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109146,8165.0,8165.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109147,1189.0,1189.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109148,25.0,25.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109149,385.0,385.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109150,19.0,19.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109151,1316.0,1316.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109152,112.0,112.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109153,905.0,905.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109154,72.0,72.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109155,69.0,68.5,overdue,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109156,25.0,25.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109157,141.0,141.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109158,270.0,270.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109159,174.0,174.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109160,34.0,34.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109161,45.0,45.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109162,140.0,140.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109163,95.0,95.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109164,1090.0,1090.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109165,59.0,59.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109166,1586.0,1586.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109167,6012.0,6012.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109168,567.0,567.2,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.2
INV-109169,19.0,19.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109170,20.0,20.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109171,15.0,15.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109172,395.0,395.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109173,6660.0,6660.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109174,176.0,176.1,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.1
INV-109175,1025.0,1024.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109176,1193.0,1193.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109177,4607.0,4607.27,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.27
INV-109178,2520.0,2519.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109179,383.0,383.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109180,140.0,140.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109181,66.0,66.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109182,55.0,55.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109183,69.0,69.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109184,34.0,34.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109185,141.0,141.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109186,110.0,110.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109187,12150.0,12150.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109188,20.0,20.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109189,83.0,83.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109190,17.0,17.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109191,170.0,170.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109192,17220.0,17220.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109193,1004.0,1004.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109194,435.0,434.85,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.15
INV-109195,106.0,106.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109196,578.0,578.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109197,1500.0,1500.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109198,56.0,56.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109199,111.0,111.05,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.05
INV-109200,16524.0,16524.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109201,94.0,94.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109202,23.0,22.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109203,55.0,55.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109204,3572.0,3572.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109205,13.0,13.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109206,529.0,528.75,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109207,1293.0,1293.08,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.08
INV-109208,204.0,204.43,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.43
INV-109209,72.0,72.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109210,42640.0,42640.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109211,63.0,63.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109212,18030.0,18030.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109213,3486.0,3485.67,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.33
INV-109214,120.0,120.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109215,2035.0,2035.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109216,18.0,18.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109217,89.0,88.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109218,716.0,716.05,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.05
INV-109219,64.0,64.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109220,12015.0,12014.74,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.26
INV-109221,2442.0,2442.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109222,1212.0,1212.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109223,25.0,24.96,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.04
INV-109224,147.0,147.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109225,880.0,880.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109226,57.0,57.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109227,328.0,328.24,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.24
INV-109228,1131.0,1131.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109229,205.0,205.76,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.76
INV-109230,234.0,234.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109231,17.0,17.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109232,100.0,100.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109233,108.0,108.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109234,150.0,150.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109235,19.0,19.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109236,432.0,431.9,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.1
INV-109237,763.0,763.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109238,5040.0,5038.9,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.1
INV-109239,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109240,27.0,27.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109241,3733.0,3732.63,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.37
INV-109242,35.0,35.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109243,555.0,555.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109244,23.0,23.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109245,1123.0,1123.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109246,557.0,556.5,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.5
INV-109247,112.0,112.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109248,48.0,47.0,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109249,2739.0,2739.07,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.07
INV-109250,425.0,425.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109251,18.0,18.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109252,350.0,350.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109253,6790.0,6790.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109254,50840.0,50840.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109255,26.0,26.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109256,9410.0,9410.63,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.63
INV-109257,1816.0,1815.71,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.29
INV-109258,4152.0,4151.59,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.41
INV-109259,25.0,25.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109260,4904.0,4904.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109261,8419.0,8419.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109262,16.0,16.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109263,173.0,173.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109264,87.0,87.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109265,20.0,20.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109266,1836.0,1836.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109267,2269.0,2269.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109268,179.0,179.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109269,1417.0,1417.79,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.79
INV-109270,1027.0,1027.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109271,735.0,735.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109272,9255.0,9255.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109273,367.0,367.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109274,5591.0,5591.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109275,728.0,727.98,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.02
INV-109276,11586.0,11586.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109277,13917.0,13917.13,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109278,225.0,225.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109279,110.0,110.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109280,11538.0,11538.22,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.22
INV-109281,928.0,928.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109282,1928.0,1928.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109283,2593.0,2593.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109284,36.0,36.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109285,396.0,396.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109286,375.0,375.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109287,2210.0,2210.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109288,1252.0,1252.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109289,24003.0,24003.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109290,5674.0,5674.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109291,6710.0,6710.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109292,18.0,18.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109293,743.0,743.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109294,7873.0,7870.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,2.5
INV-109295,41580.0,41580.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109296,909.0,907.5,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.5
INV-109297,380.0,380.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109298,13111.0,13111.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109299,1426.0,1426.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109300,215.0,215.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109301,274.0,274.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109302,3365.0,3365.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109303,8971.0,8971.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109304,17922.0,17922.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109305,1055.0,1055.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109306,105.0,105.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109307,1053.0,1053.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109308,33316.0,33316.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109309,1880.0,1880.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109310,1489.0,1489.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109311,455.0,455.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109312,3829.0,3828.0,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,1.0
INV-109313,25.0,25.25,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109314,73.0,73.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109315,429.0,429.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109316,9960.0,9960.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109317,1191.0,1190.98,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.02
INV-109318,6692.0,6691.93,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.07
INV-109319,6376.0,6376.3,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.3
INV-109320,120.0,120.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109322,26.0,26.0,overdue,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109323,32.0,32.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109324,2673.0,2673.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109325,22.0,22.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109326,1096.0,1096.25,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109327,1069.0,1069.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109328,2886.0,2886.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109329,62.0,61.93,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.07
INV-109330,303.0,302.63,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,0.37
INV-109331,242.0,242.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109332,27309.0,27309.0,paid,2025-08-01,2025-09-01,both,MATCHED,0.0
INV-109333,25755.0,25755.26,paid,2025-08-01,2025-09-01,both,AMOUNT_MISMATCH,-0.26
INV-109334,367.0,367.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109335,1775.0,1775.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109336,525.0,525.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109337,60.0,60.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109338,3950.0,3950.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109339,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109340,1716.0,1715.87,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.13
INV-109341,20.0,20.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109342,634.0,634.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109343,569.0,569.36,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.36
INV-109344,1000.0,1000.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109345,40.0,40.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109346,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109347,585.0,584.75,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.25
INV-109348,983.0,983.28,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.28
INV-109349,25.0,25.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109350,225.0,225.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109351,670.0,670.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109352,2486.0,2486.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109353,1851.0,1851.25,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.25
INV-109354,745.0,745.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109355,550.0,550.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109356,1600.0,1600.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109357,408.0,408.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109358,47.0,47.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109359,759.0,759.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109360,272.0,272.23,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.23
INV-109361,187.0,187.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109362,81.0,81.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109363,1200.0,1200.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109364,75.0,75.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109365,502.0,501.57,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.43
INV-109366,78.0,78.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109367,22.0,22.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109368,2281.0,2281.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109369,3320.0,3320.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109370,35.0,35.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109371,324.0,324.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109372,21.0,20.99,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,0.01
INV-109373,128.0,128.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109374,127.0,127.1,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.1
INV-109375,4983.0,4983.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109376,17.0,17.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109377,70.0,70.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109378,125.0,125.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109379,174.0,174.38,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.38
INV-109380,283.0,283.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109381,204.0,204.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109382,2003.0,2003.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109383,14485.0,14485.13,paid,2025-08-16,2025-09-01,both,AMOUNT_MISMATCH,-0.13
INV-109384,306.0,306.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109385,120.0,120.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109386,704.0,704.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109387,18.0,18.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109388,5601.0,5601.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109389,600.0,600.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109390,360.0,360.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109391,150.0,150.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109392,2400.0,2400.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109393,26.0,26.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109394,175.0,175.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
INV-109395,3808.0,3808.0,paid,2025-08-16,2025-09-01,both,MATCHED,0.0
